㐁	442.07 444.28
蘞	225.31 231.27 333.35
蘠	176.41
蘡	191.12
蘢	030.21 034.27
蘣	326.12
蘤	243.32
蘥	501.05
蘦	196.11
蘧	067.30 074.49
蘨	148.44 204.38
蘩	114.11
蘪	057.19
蘫	443.08
蘬	058.35 066.13 250.37
蘭	123.11
蘮	379.16
蘱	351.14 389.21
蘳	042.42 309.18
蘴	027.06 037.10
蘸	445.17
蘺	046.07
蘻	372.51
蘼	042.29 241.19
蘽	249.12
蘾	386.04
蘿	160.51
虂	368.05
虃	227.36
虆	056.03
虇	281.40 397.33
虈	147.27
虉	516.02 522.04
虋	117.23
虌	498.21
虍	083.21
虎	266.33
虐	502.35
虒	047.45
虓	153.17
虔	142.28
處	257.19 363.39
虖	074.32 081.35 083.11
虘	160.26
虙	453.23
虛	069.26 071.21
虜	265.12
虞	072.08
號	154.53 417.02
虡	258.13
虢	512.44
虣	418.18
虤	130.02
虥	129.32 130.25 288.02 405.50
虧	043.37
虨	106.28 108.39 130.09
虩	511.42 515.64
虪	456.34
虫	255.40
虮	053.03
虯	216.01
虰	189.49 191.26 194.40
虴	510.14
虵	041.43 165.35 308.01
虶	080.03
虷	121.06
虸	254.03
虹	030.38 342.09 345.31
虺	095.21 096.07 255.37
蚄	175.03
蚅	515.48
蚆	167.20 167.38
蚇	518.05
蚈	135.16
蚊	109.38
蚌	240.14
蚍	052.17
蚏	478.07
蚑	044.12 348.34
蚓	276.34
蚔	044.23
蚕	288.32
蚖	113.12 124.14
蚗	492.50
蚘	096.33
蚚	065.17 389.34
蚝	356.39
蚞	453.03
蚟	177.23
蚡	111.12 278.46
蚢	182.50 314.12 428.11
蚣	029.04 034.03
蚤	302.43
蚥	261.09 262.19
蚨	078.08
蚩	062.53
蚪	326.02
蚭	053.43
蚯	208.03
蚰	204.40
蚱	511.11
蚲	186.05
蚳	054.02
蚴	327.53
蚵	161.20 419.29
蚶	225.03
蚹	364.26
蚺	227.02
蚻	488.02
蚼	075.04 327.06
蚿	133.43
蛀	364.45
蛁	144.37
蛂	496.07
蛃	316.08
蛄	082.12
蛅	227.06
蛆	068.45 071.18
蛇	041.42 160.47 165.34
蛈	493.50
蛉	195.35
蛑	212.03
蛒	512.18
蛓	347.34 356.38
蛕	096.34 271.42
蛖	039.08
蛘	171.17 245.22 310.16
蛙	093.22 169.08
蛚	496.47
蛛	075.50
蛜	054.33
蛝	129.19
蛞	486.13
蛟	152.10
蛡	527.19
蛢	197.43
蛣	469.37
蛤	534.28
蛥	497.48
蛦	051.25
蛧	312.39
蛨	510.01
蛩	037.36
蛪	495.44
蛫	242.15
蛬	037.45 239.12
蛭	468.03 473.08 496.13
蛵	195.03
蛶	487.12 499.37
蛷	210.21
蛸	146.57 153.01
蛹	238.37
蛺	541.28
蛻	376.27 383.18 420.29 498.38
蛾	160.38 243.18
蜀	461.44
蜁	141.14
蜂	032.14 037.08
蜃	275.29 393.17
蜅	080.50 261.02
蜆	289.13 289.23 408.04
蜇	497.20
蜈	083.36
蜉	211.20
蜊	055.04
蜋	172.08 179.28
蜍	067.41 071.37
蜎	135.57 141.24 294.46
蜏	324.09 436.26 437.13
蜐	545.48
蜑	284.17
蜒	137.38
蜓	194.31 288.48 319.57
蜘	049.08
蜙	038.10
蜚	255.22 360.24
蜛	067.08
蜜	470.47
蜝	060.10
蜟	455.61
蜠	105.42 276.31
蜡	362.11 422.34
蜢	316.51
蜣	173.39
蜤	048.19
蜦	107.36 374.47
蜧	374.35
蜨	542.32
蜩	145.04
蜪	156.33 157.45
蜫	116.47
蜬	222.16 223.24
蜭	331.47 441.49
蜮	528.02 530.36
蜯	240.15
蜰	064.42 255.20
蜱	047.24 150.05
蜲	042.19 242.03
蜴	517.21
蜷	143.19
蜸	290.19
蜹	375.33 376.12 498.47
蜺	089.46 494.44
蜻	190.20 193.34
蜼	249.09 356.09 437.05
蜽	310.41
蜾	305.21
蜿	115.21 124.34 281.22
蝀	023.06 235.02
蝁	507.33
蝂	286.39
蝃	370.38 499.06
蝌	164.04
蝍	470.45 492.04 527.39
蝎	482.61
蝑	068.34 423.01
蝒	139.41
蝓	076.35
蝔	094.26 094.35
蝕	525.17
蝖	115.12
蝗	181.32 184.27 429.22
蝘	280.25 288.42
蝙	136.17
蝚	207.04
蝛	064.51
蝜	322.39
蝝	140.57
蝞	350.17
蝟	359.10
蝠	453.11
蝡	278.04 293.49
蝣	204.41
蝤	205.25 205.39
蝥	073.12 153.10 211.45 365.47
蝦	167.04
蝨	474.63
蝩	036.35
蝪	182.10
蝬	032.01
蝭	088.42 371.13
蝮	457.44
蝯	114.03
蝰	092.17
蝱	184.18
蝲	483.64
蝳	459.46
蝶	541.08 541.61
蝷	521.30
蝸	093.19 166.08
蝹	106.16 110.30 303.40
螃	183.26 313.48 428.17
螄	052.05
螆	356.40
螇	089.20 091.40
螉	031.07
螋	080.35
螌	128.17
融	026.02
螎	026.03
螐	085.21
螒	400.23
螓	104.20
螔	041.44 048.13
螕	088.55
螖	488.25
螗	178.27
螘	243.16 255.43
螙	368.18
螚	390.48
螜	449.50
螝	055.29 389.01
螟	197.32
螠	348.38
螢	198.07
螣	202.04 328.20 529.47
螪	172.32
螫	517.46
螬	158.30
螭	048.28
螮	370.37
螯	158.14
螰	451.05
螱	360.08
螲	470.19
螳	178.30
螵	150.04 151.32
螶	067.26
螷	047.26 317.38
螸	076.46
螹	227.51 335.27
螺	163.22
螻	213.36
螼	278.23 394.31
螽	025.04
螾	104.26 276.35
螿	175.30
蟀	472.01
蟁	109.37
蟂	145.26
蟃	398.04
蟄	532.33
蟆	164.44
蟈	513.32
蟉	216.06 216.12 328.07
蟊	211.46
蟋	468.34 474.62
蟍	055.12
蟒	314.33
蟓	310.21 425.06
蟗	204.21
蟙	524.34
蟚	184.61
蟜	150.38 298.42
蟝	067.27
蟟	146.08
蟠	114.22 126.45
蟡	042.24 242.21
蟢	251.14
蟣	065.19 255.04
蟤	142.22
蟥	181.37
蟦	064.44 256.02 360.39
蟧	146.20 155.37
蟨	478.25
蟩	478.26
蟪	373.49
蟫	218.28 221.09
蟬	138.33
蟭	148.09
蟯	148.19 150.23
蟰	144.03 458.35
蟲	024.26 343.27
蟴	048.11
蟶	191.25
蟷	180.04
蟹	270.31
蟺	291.57
蟻	243.17
蟼	167.02 186.12 316.14
蟾	226.26 226.31
蟿	353.18 373.15
蠀	053.26
蠁	311.41 425.32
蠃	163.23 306.49
蠅	199.26
蠆	387.07
蠇	378.56
蠈	530.11
蠉	140.35 294.47
蠊	225.36
蠋	461.17 462.38
蠌	512.41
蠍	479.25
蠐	086.40
蠑	186.29
蠒	288.52
蠓	029.31 236.06
蠖	509.23
蠗	466.48
蠚	502.49 507.49
蠛	495.02
蠜	114.24
蠞	494.39
蠟	537.04
蠡	046.13 163.30 268.14
蠢	278.05
蠣	378.55
蠥	498.04
蠦	084.38
蠩	070.23
蠪	030.31
蠭	037.07
蠮	495.33
蠯	047.27 093.12 317.37
蠰	176.33 183.15 312.14 425.11
蠱	266.01
蠲	136.02
蠵	050.38 092.24
蠶	222.35
蠷	074.52
蠸	143.09
蠹	368.17
蠻	128.26
蠽	500.36
蠾	461.15 461.46
血	492.14
衁	181.02
衃	098.29 208.09
衄	456.23 457.38
衅	393.43
衇	513.19
衈	357.27
衊	495.07
衋	525.48
行	182.40 187.23 427.22 429.36
衍	290.35 412.02
衎	284.48 401.48
衒	407.05
術	473.10
衕	024.10 343.20
衖	345.36
街	092.53 094.23
衙	066.24 168.10 256.11
衝	034.39
衞	375.17
衟	301.46
衡	187.24
衢	074.34
衣	065.52 361.40
衦	284.40
表	298.47
衩	384.02
衪	041.31 244.26
衫	231.06
衭	079.39
衯	112.06
衰	050.26 055.38
衱	540.33 545.46
衲	536.08
衳	034.08
衴	332.13
衵	468.15 469.19
衷	024.23 344.05
衸	385.16 385.39
衹	040.44 044.06
衺	168.43
衼	040.46
衽	440.39
衾	219.35
衿	220.03
袀	108.35
袁	113.23
袂	377.08
袈	166.44
袉	160.06 304.21 304.31
袊	318.26
袋	389.43
袌	157.16 418.23
袍	157.15
袎	416.55
袏	419.18
袑	298.33
袒	284.18 406.19
袓	165.29 259.05
袔	419.12
袕	473.16 493.03
袖	435.25
袗	275.17 391.58
袚	485.32
袛	087.36
袜	485.27
袞	282.52 365.19
袠	468.22
袡	227.08
袢	114.34
袣	378.11
袤	438.09
袥	505.50
袦	491.09
袨	407.02
袪	071.24
被	241.25 347.08
袲	041.22 245.38 304.46
袳	245.37
袴	370.01
袵	328.48
袷	543.29 545.47
袸	118.15 408.50
袹	509.49
袺	489.22 491.53
袼	505.46 506.28
袽	072.02
袾	075.52 080.11
袿	091.46
裀	102.01
裁	099.46 391.07
裂	497.04
裋	263.06
裌	543.30
裍	283.12
裎	192.11 318.11
裏	252.19
裒	215.26
裓	531.01
裔	377.52
裕	365.18
裖	275.18
裗	203.37
裘	210.14
裛	533.49 539.34 545.57
補	268.03
裝	176.15 426.05
裞	376.26 383.21
裟	168.02
裠	111.22
裧	226.39 332.41 444.14
裨	047.10 047.23
裪	157.46
裫	409.01
裮	173.29
裯	080.17 156.48 209.40
裰	487.21
裱	415.04
裳	176.19
裴	064.46 098.10
裶	064.22
裷	115.29 281.41
裸	306.41
裹	305.20 420.07
裺	335.09 446.28
裻	460.08 460.31
裼	520.11
製	377.24
裾	067.03
褆	088.17 241.10 244.16
複	436.51 453.06
褈	034.45 036.33
褉	495.49
褊	293.08
褋	541.56
褌	116.40
褍	124.21 305.39
褎	157.18 437.06
褐	482.58
褑	409.45
褒	157.19
褓	303.20
褔	435.52
褕	076.30 149.11
褖	404.02
褗	280.20 398.40
褘	063.44
褚	257.23 257.40
褞	279.13
褠	214.45
褡	534.46 537.21
褢	095.09
褣	035.21
褥	460.50 462.16
褧	320.30
褨	304.16
褫	049.29 244.07 246.51 254.20
褭	296.39
褮	188.57 193.01 198.06
褯	422.50
褰	142.40
褱	095.01
褵	046.06
褶	531.19 531.37 541.59
褷	049.46 239.35
褸	213.42 264.10
褹	378.37 385.20
褺	541.47
褻	496.29
褽	360.10
褾	298.51
褿	158.40
襀	516.43
襁	311.56
襄	175.13
襆	452.32 463.24
襈	410.49 411.40
襉	406.01
襊	382.39 487.24
襋	526.49
襌	121.15
襎	114.33
襏	485.40
襐	310.23
襑	217.08 330.50
襒	496.10
襓	148.17
襖	303.29
襗	504.34 512.42 517.24
襘	381.29 381.39
襚	350.25
襛	036.25 037.30
襜	226.38 444.13
襞	519.47
襟	220.04
襠	179.50
襡	326.06 327.45 438.47 449.17 462.05
襢	284.19 291.03 410.10
襣	355.07
襤	224.18
襦	075.19
襩	462.03
襪	479.10
襬	043.32 346.49
襭	494.10
襮	460.57 508.38
襯	394.15
襱	030.25 237.14 238.19
襲	531.27
襳	220.23 226.06 228.28
襵	540.15 540.40
襸	402.27
襹	049.45 349.07
襺	289.04
襻	405.53
襾	308.37 421.52
西	090.12
要	150.15 413.57
覂	239.39
覃	221.03
覆	435.49 436.50 457.45 531.05
覈	494.22 515.04
見	407.63 408.09
覎	446.30
規	050.16
覒	417.57
覓	523.16
覕	393.07 495.12
視	247.13 352.34
覗	059.37 356.45
覘	227.19 444.09
覛	513.22 523.17
覜	412.29
覝	225.42
覞	413.43
覡	521.58
覢	334.44
覣	042.18
覦	076.23 365.20
覩	265.28
親	102.26 394.27
覬	353.43
覭	197.39 523.32
覮	195.23
覯	439.25
覰	362.06
覱	445.44
覲	394.01
覴	433.32
覵	129.14 293.20 406.04
覹	057.15 063.37
覺	415.23 464.01
覼	163.28
覽	332.29
覿	522.11
觀	125.15 403.17
角	451.25 464.03
觓	216.04
觕	086.04 266.26 462.11
觖	349.09 492.46
觘	416.51
觚	082.11
觛	283.48 284.26 401.13
觜	046.52 050.08 243.37
觝	269.10
觟	309.19
觠	143.01 410.40
觡	512.13
觢	377.40
解	270.33 271.09 383.33 383.45
觤	242.13
觥	184.53
觩	216.02
觪	193.25
觬	090.03 270.26
觭	044.48 243.14
觰	169.31 309.42
觱	471.09 476.41
觳	449.53 466.27
觴	172.28
觵	184.52
觶	041.08 121.23 346.10
觷	459.41 464.24 467.31
觸	462.10
觺	059.27 528.65
觻	450.43 521.26
觼	492.36
觿	042.38 092.44
言	115.31
訂	197.13 319.58 432.11
訃	365.35
訄	158.53 208.05 211.05
訅	210.50
訆	412.44
訇	136.39 189.32
計	372.42
訊	392.05
訌	030.36
訍	384.05
討	301.42
訏	074.14
訐	379.14 479.29 500.10
訒	392.23
訓	396.16
訔	105.19
訕	127.20 405.12
訖	477.10
託	505.49
記	358.31
訙	392.06
訛	163.03
訝	422.06
訞	151.04
訟	034.37 344.30
訠	275.39
訡	219.39
訢	112.18
訣	492.34
訥	482.15
訦	218.10 329.20
訧	202.32
訩	035.48
訪	426.26
訬	154.17 298.22
設	500.15
訰	106.39 394.39
許	258.03
訴	369.12
訵	053.17 353.37
訶	161.22
訷	103.15
訹	474.07
診	275.16 393.13
註	364.36 366.23
証	430.38
訽	437.32 440.10
訾	046.42 246.02
訿	246.01
詀	228.40 230.24 445.24 539.56
詁	266.07
詃	290.03
詄	493.36
詅	196.33 431.09
詆	087.64 269.05
詇	311.04 426.09 428.54
詈	346.19
詉	166.24
詍	378.05
詎	258.20 362.59
詐	422.26
詑	041.26 049.40 159.44 163.10 304.25
詒	059.08 274.13
詔	413.37
評	185.46 429.15
詖	043.24 347.02
詗	320.49 431.14
詘	476.13
詛	363.09
詜	156.43
詝	257.27
詞	061.44
詠	429.31
詡	262.41
詢	106.52
詣	372.31
詥	534.16
試	357.01
詧	489.01 491.43
詨	152.28 415.16 415.32
詩	060.32
詪	283.37 289.18 400.16
詫	422.11
詬	326.23 438.03 440.09
詭	242.07
詮	141.38
詯	388.17 389.02
詰	469.36
話	386.45
該	099.26
詳	171.04 171.25
詵	109.15
詶	206.30 437.15
詷	237.29 343.15
詹	226.23
詺	431.33
詻	511.28
詼	096.09
詽	129.40 133.19 136.41
詾	239.37
詿	383.29 383.48
誀	061.19 357.32
誂	296.52
誃	049.32 245.31
誄	249.18
誅	075.47
誆	427.07
誇	166.15
誋	358.13
誌	356.24
認	392.16 433.04
誎	463.26
誏	314.43
誐	160.41
誑	426.39
誒	062.40
誓	377.42
誔	319.59
誕	284.20
誖	387.42 389.32 480.30
誘	323.43
誙	187.44
誚	414.23
誜	424.04
語	256.05 361.43
誠	191.30
誡	384.48
誣	073.04
誤	368.40
誥	417.27
誦	344.29
誧	085.36 086.31 267.41 369.49
誨	388.08
誩	311.14 429.06 442.11
說	376.25 498.36 499.01
誰	057.35
誱	539.29
課	164.07 420.19
誴	033.19
誶	351.02 389.12 473.31
誷	312.36
誹	064.34 359.26
誺	048.29 353.35 357.23 390.61
誻	535.10
誼	347.43
誽	093.53
誾	105.18
調	145.09 210.08 413.05
諀	246.26
諂	334.48
諄	106.35 394.36
諅	061.39 358.14
諆	061.43
談	223.28
諈	349.29
諉	349.34
諊	455.20
請	190.13 319.03 431.27
諍	430.23
諎	420.54 511.09
諏	079.26
諐	142.38
諑	465.14
諒	424.40
諓	290.43 411.50
諕	512.24
論	107.31 119.48 400.04
諗	329.09
諜	541.42
諝	068.31 257.29
諞	139.31 292.51 294.51
諟	241.06
諠	115.06
諡	355.44
諢	400.03
諣	384.31 423.41
諤	506.35
諥	345.08
諦	370.32
諧	094.29
諫	404.54
諭	365.21
諮	052.35
諯	141.62 142.10 410.03 411.03
諰	094.02 252.33
諱	360.12
諲	101.51
諳	221.35
諴	229.31
諵	230.28 445.31
諶	218.08
諷	343.29
諸	070.17 165.21
諹	171.20 424.35
諺	409.30
諻	184.47
諼	114.59 281.50
諽	514.44 515.21
諾	508.51
諿	531.12
謀	211.30
謁	479.19
謂	359.04
謄	202.06
謅	208.51 301.05
謇	291.43
謈	465.66 466.14
謉	273.06 352.15
謋	512.23
謌	159.02
謍	184.49 189.56 191.05
謎	373.38
謏	295.28 439.10 454.11
謐	470.49
謑	269.55 384.08 422.02
謓	104.15
謔	504.27
謕	048.08 088.36 090.35
謖	454.04
謗	428.20
謘	054.08 353.28
謙	229.05
謚	355.45 516.47
講	240.05
謜	113.17 141.48
謝	422.37
謞	467.40 507.50
謟	156.21
謠	148.38
謣	074.10
謦	320.14
謧	046.27 087.22
謨	080.42
謫	515.30
謬	440.23
謮	514.17
謯	165.26 309.39
謱	213.44 264.13 327.27
謲	442.16
謳	212.29
謴	399.41
謵	539.53
謶	502.01
謷	153.59 158.15 417.40
謹	279.40
謺	540.14
謻	041.40 228.31
謼	083.15 370.20
謾	126.51 128.30 139.39 404.26 405.23
譀	443.12 445.51 545.09
譁	166.13
譄	201.28
譆	062.32
譈	387.29
證	432.39
譊	152.41
譌	163.04
譍	433.09
譎	492.33
譏	065.23
譐	282.34
譑	298.43 414.48
譒	420.37
譓	373.55
譔	141.47 294.45 411.42
譕	073.16
譖	441.20
識	356.27 525.37
譙	147.34
譚	221.10 330.33
譜	268.04
譝	199.28
譞	140.38
譟	418.41
譠	122.04 130.21
譡	427.35
譢	351.07
譣	226.22 334.02
譥	412.47
警	316.09
譧	445.25
譩	062.43 066.01 254.29
譫	537.54 538.20
譬	348.02
譭	241.33
譮	385.21
譯	517.09
議	347.42
譱	291.54
譳	439.04
譴	409.32
譶	532.38 535.18
護	368.54
譸	210.05
譺	254.14 358.37 385.42
譻	188.55
譽	068.10 363.16
讀	449.06
讁	515.31
讂	406.53 407.16
讄	249.20
讆	375.27
讇	335.01
變	410.57
讋	540.05
讌	408.24
讎	206.24
讑	413.56
讒	230.30 446.06
讓	424.55
讕	123.14 284.46 401.65
讖	441.21
讗	092.38 513.46
讘	539.62
讙	115.08 126.17
讚	402.19
讜	314.37
讞	292.40 498.02
讟	449.02
谷	449.35 451.16 462.35
谸	132.17
谺	169.39
谻	510.47
谼	030.43
谽	223.13
谾	032.23 040.03
谿	091.34
豁	486.34
豂	146.02
豃	337.33
豄	449.22
豅	030.08
豆	438.24
豇	038.36
豈	255.02
豉	346.25
豊	268.24
豌	124.33
豍	088.53
豎	263.03
豏	336.27
豐	027.04
豑	468.27
豔	443.30
豕	245.43
豖	463.49
豗	096.05
豘	119.16
豙	358.35 361.10
豚	119.14
豛	519.38
豜	133.27 408.17
豝	167.35
豞	440.07
豟	515.44
豠	069.08
象	310.20
豢	405.34
豤	120.10 283.35 290.17
豥	099.27 100.56
豦	067.29 362.05
豧	079.06 365.33 438.23
豨	065.44 255.44
豪	154.52
豫	363.14
豬	069.41
豭	166.39
豯	089.16
豰	450.13 451.38 465.68
豱	117.15
豲	123.46
豳	106.21
豵	031.42 037.23
豶	110.43
豷	352.29 373.33
豸	244.06 270.47
豹	415.39
豺	095.15
豻	121.10 128.46 400.25 401.37
豼	052.14
豽	488.50
豾	058.05
豿	326.28 467.35
貀	488.51
貁	437.01
貂	144.27
貅	209.17
貆	115.04 124.01 126.09
貈	508.02
貉	508.03 510.08
貊	510.02
貌	416.10
貍	061.52
貎	089.55
貐	263.16
貑	167.01
貒	124.38 404.03
貓	150.13 153.11
貔	052.13
貕	089.32
貖	515.47
貗	263.38
貘	509.52
貙	075.57
貚	122.29 134.42
貛	126.10
貜	503.47 504.22
貝	381.07
貞	191.13
貟	110.14 142.15 396.06
負	322.37
財	099.48
貢	342.06
貣	529.31 529.40
貤	347.38 355.38 355.47
貦	403.32
貧	106.08
貨	421.01
販	397.28
貪	222.48
貫	125.16 402.51
責	514.12
貯	257.20
貰	379.08 423.22
貱	347.03
貲	046.37
貳	354.05
貴	358.51
貶	334.06
買	270.38
貸	390.12
貹	430.18
貺	426.38
費	351.26 359.33 360.35
貼	541.06
貽	059.02
貾	054.10
貿	438.05
賀	419.10
賁	064.45 110.53 119.45 346.50
賂	368.02
賃	441.08
賄	271.37
賅	099.40
賆	135.45
資	052.30
賈	266.09 308.12 421.42
賉	474.11
賊	391.12 530.07
賏	191.11 428.53
賑	275.09 391.54
賔	103.16
賕	210.30
賖	165.03
賙	206.19
賚	390.55
賛	402.18
賜	346.35
賝	217.28
賞	312.18
賟	288.35
賡	184.06
賢	133.37
賣	383.46
賤	411.49
賥	351.06
賦	366.16
賧	442.50
賨	033.10
質	353.12 467.52
賭	265.31
賮	393.24
賰	278.26
賱	279.15
賲	303.27
賴	382.57
賵	343.45
賷	091.10
賸	432.43 433.02
賹	383.43
賻	364.22
購	439.27
賽	390.08
賾	514.05
賿	154.50
贀	349.33
贃	405.27
贄	349.45
贅	375.36
贆	149.42
贇	106.13
贈	433.42
贉	330.32 442.20
贍	443.39
贎	398.12
贏	190.37
贑	330.12
贓	183.12
贔	352.07
贕	449.11
贖	463.20
贗	405.04
贙	289.48 407.08
贚	345.22
贛	330.14 342.07 441.44
赤	518.03
赥	524.11
赦	423.15
赧	286.46
赨	033.09
赩	525.47
赫	511.60
赬	191.21
赭	307.36
赮	167.15
赯	179.02
走	327.30 439.13
赳	328.04
赴	365.29
赶	116.09 478.45
起	253.12
赹	193.15
赽	492.41
赾	280.04
趀	053.21
趁	104.06 291.21 394.23
趃	493.43
趄	068.40
超	147.05
趆	087.47 371.12
趉	476.08
越	477.50 486.21
趌	469.10 469.39 471.28 500.12
趍	049.23 077.28
趎	080.15
趏	490.30 490.40
趑	053.19
趒	144.24 145.06 412.30
趖	162.21
趗	451.50 463.27
趙	297.11
趛	329.33
趜	455.27 456.09
趝	444.46
趞	503.15
趟	186.25 430.05
趠	416.21 467.18
趡	249.27
趢	451.30 463.04
趣	327.47 366.22
趥	204.24 343.44
趧	088.48
趨	077.27
趩	525.04
趪	181.44
趫	150.28 151.43
趬	151.08 414.45
趭	413.52 414.25 414.59
趮	418.56
趯	522.37
趲	402.22
足	365.55 463.18
趵	465.44
趹	492.51
趺	079.34
趼	135.27 288.54 408.18
趽	175.10 183.21 426.50
趾	251.01
趿	534.53
跀	477.27
跁	309.01 424.10
跂	044.21 247.01 348.32
跆	099.24
跇	378.09 379.20
跈	288.49 289.33
跉	192.31 196.37
跋	487.25
跌	493.18
跍	085.46
跎	159.43
跏	166.46
跐	243.44 246.05 246.22
跑	154.31 465.57
跒	308.41
跓	262.39
跔	080.26
跕	541.07 542.47
跖	518.27
跗	079.33 364.27
跙	259.06
跚	122.11
跛	307.04 347.05
跜	053.44
距	258.08
跟	120.27
跠	051.34
跡	516.33
跢	381.01 419.20
跣	288.13
跤	153.48
跦	075.51
跧	108.08 129.02 142.20
跨	166.19 309.53 370.06 424.01
跪	242.05 246.50
跫	040.12
跬	246.39
跭	039.40
跮	353.39 469.48
路	367.13
跰	135.43 430.12
跱	253.04
跲	543.28 545.49 546.13
跳	145.01
跼	461.40
跽	250.35
跾	456.35
踁	432.04
踂	539.49
踃	144.07
踄	507.42
踆	108.04
踇	325.29
踈	069.19
踉	172.09 179.36 424.46
踊	238.30
踏	535.31
踐	290.42
踑	060.27
踒	164.18
踓	249.28 250.21
踔	416.22 467.20
踕	539.27
踖	503.20 516.35 519.07
踘	455.22 456.16
踚	107.41
踛	454.31
踜	434.14
踝	309.13
踞	361.56
踟	049.28
踠	281.21
踡	143.03
踢	522.46
踣	438.20 530.26
踤	473.30
踥	540.26
踦	044.49 243.06
踧	457.12 522.21
踰	076.15
踱	504.32
踳	278.08
踵	237.38
踶	244.10 372.03
踸	328.34
踹	294.20 403.48
踼	178.35 182.08 427.10
踽	263.28 263.43
踾	453.15 528.31 528.59
蹀	541.41
蹁	135.36 136.26
蹂	207.05 323.14 437.21
蹃	504.25 513.10
蹄	087.61
蹇	280.31 291.42
蹈	417.11
蹉	159.12
蹊	089.19
蹋	537.49
蹌	176.47
蹎	135.10
蹏	087.60
蹐	516.30
蹔	443.25
蹕	471.05
蹖	034.31
蹙	457.11
蹛	378.40 381.03
蹜	454.07
蹟	516.41
蹠	518.26
蹡	177.01 427.05
蹢	518.37 521.42
蹣	126.37 126.52
蹤	037.19
蹨	289.32 292.21
蹩	495.61
蹪	097.36
蹬	434.01
蹭	433.50
蹮	132.03
蹯	114.09
蹱	034.06 036.39 345.11
蹲	118.12
蹴	456.20 457.27
蹶	377.06 478.18 500.25
蹷	478.43
蹹	535.20
蹺	151.09
蹻	150.39 151.06 298.46 501.43 503.24
蹼	452.30
躁	418.55
躂	483.28
躃	519.21
躄	519.45
躅	462.36
躇	070.25
躊	209.37
躋	091.19 370.25
躍	501.02
躐	539.03
躑	518.36
躒	505.38 521.12
躓	353.04
躔	138.42
躕	080.14
躘	034.21 345.23
躙	393.02
躚	132.02 137.03
躛	386.20
躝	123.20
躞	542.24
躟	174.32 312.16
躠	484.34
躡	539.38
躢	537.50
躣	074.45
躤	422.52
躧	244.35 271.14
躨	056.34
躩	504.05 504.16
身	103.12
躬	025.42
躳	025.41
躴	179.42
躶	306.42
躷	271.06
躸	047.05
躽	288.43 410.28
躿	180.47
軀	077.14
軄	524.30
軆	268.28
車	067.07 164.50
軋	489.26
軌	248.16
軍	111.38
軎	375.18 376.48
軏	477.29 481.46
軐	406.31
軑	371.56 380.25
軒	115.38
軓	337.37
軔	392.20
軖	178.08
軘	119.22
軜	536.07
軝	044.17
軟	293.48
軤	083.20
軥	074.36 215.11 439.33
軧	269.15
軨	196.12
軩	274.14
軪	154.40 416.58
軫	275.04
軬	281.52
軭	177.18 178.09
軮	315.04
軱	082.25
軲	085.44
軳	157.17
軴	366.26
軵	238.11
軶	515.42
軷	382.44 487.31
軸	454.35
軹	240.29
軺	148.39 149.19
軻	161.30 305.02 419.28
軼	469.28 493.22
軾	525.41
軿	135.39 197.48
輀	061.09
輁	037.41 239.25
輂	461.27
較	415.25 464.05
輄	181.52
輅	367.16
輆	273.48
輇	142.12
輈	210.02
載	274.04 389.48 391.06
輊	353.06
輍	462.32
輎	152.51
輑	105.41
輒	540.38
輓	281.04 398.01
輔	262.11
輕	192.26 431.34
輖	206.17
輗	089.51
輘	201.11
輚	288.01 405.48
輜	059.43 062.17
輝	063.40
輞	312.32
輟	376.23 499.15
輠	272.51 305.17 307.17 309.22
輡	331.33
輢	243.01 347.21 348.16
輣	185.12 189.59
輤	406.35
輥	282.55
輦	292.27
輨	285.36
輩	389.31
輪	107.33
輫	094.40 098.21
輬	172.16
輭	293.47
輮	323.17 437.20
輯	531.40
輰	171.11
輱	229.36
輲	142.11
輳	439.42
輴	106.42
輵	484.30
輶	204.37 324.15 437.11
輷	189.29 430.32
輸	080.05 365.12
輹	453.16 453.31
輻	435.57 453.08
輾	290.53 411.58
輿	067.45 363.19
轀	117.09
轂	449.32
轃	109.06 133.09
轄	382.47 490.03
轅	113.30
轆	450.48
轇	152.18
轈	152.32
轉	293.36 412.01
轊	375.19 376.49
轍	484.12 498.11 499.49
轎	150.35 414.10
轏	287.46
轐	452.26 460.28
轑	301.31
轒	111.13 279.02
轓	114.51 116.04
轔	103.29 392.47
轖	526.37
轗	331.35 441.37
轘	128.03 405.33
轙	045.12 243.25
轚	372.52 520.24
轛	356.14 388.23
轞	337.23
轟	189.28 430.31
轠	097.24 249.15
轡	351.21
轢	483.58 505.23 520.41
轤	084.17
轥	392.46
辛	102.06
辜	082.07
辝	061.49
辟	519.23 519.42 519.50
辠	272.27
辡	292.49 293.18
辢	483.51
辤	061.48
辥	496.30
辦	406.12
辨	292.50 406.11
辬	128.19
辭	061.47
辮	290.08
辯	292.47
辰	102.08
辱	462.14
農	033.21
辳	033.23
辴	053.12 275.27
辵	502.48
辸	200.05
达	371.39
迀	123.05
迁	132.18
迂	073.22 079.61 263.26
迄	477.01
迅	392.07 394.46
迆	041.33 244.24
迊	535.57
迋	313.21 426.43
迍	107.46
迎	187.22 430.19
近	280.05 397.12
迒	180.27 182.41
迓	422.05
返	281.12
迕	368.45
迡	375.01
迢	144.49
迣	377.37
迥	319.15
迦	164.35 166.51
迨	274.09
